,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,x,y
4026,4026.0,4026.0,3930.0,-1,-1
4027,4027.0,4027.0,3931.0,-1,-1
4028,4028.0,4028.0,3932.0,-1,-1
4029,4029.0,4029.0,3933.0,-1,-1
4030,4030.0,4030.0,3934.0,-1,-1
4031,4031.0,4031.0,3935.0,-1,-1
4032,4032.0,4032.0,3936.0,-1,-1
4033,4033.0,4033.0,3937.0,-1,-1
4034,4034.0,4034.0,3938.0,-1,-1
4035,4035.0,4035.0,3939.0,-1,-1
4036,4036.0,4036.0,3940.0,-1,-1
4037,4037.0,4037.0,3941.0,-1,-1
4038,4038.0,4038.0,3942.0,-1,-1
4039,4039.0,4039.0,3943.0,-1,-1
4040,4040.0,4040.0,3944.0,-1,-1
4041,4041.0,4041.0,3945.0,-1,-1
4042,4042.0,4042.0,3946.0,-1,-1
4043,4043.0,4043.0,3947.0,-1,-1
4044,4044.0,4044.0,3948.0,-1,-1
4045,4045.0,4045.0,3949.0,-1,-1
4046,4046.0,4046.0,3950.0,-1,-1
4047,4047.0,4047.0,3951.0,-1,-1
4048,4048.0,4048.0,3952.0,-1,-1
4049,4049.0,4049.0,3953.0,-1,-1
4050,4050.0,4050.0,3954.0,-1,-1
4051,4051.0,4051.0,3955.0,-1,-1
4052,4052.0,4052.0,3956.0,-1,-1
4053,4053.0,4053.0,3957.0,-1,-1
4054,4054.0,4054.0,3958.0,-1,-1
4055,4055.0,4055.0,3959.0,-1,-1
4056,4056.0,4056.0,3960.0,-1,-1
4057,4057.0,4057.0,3961.0,-1,-1
4058,4058.0,4058.0,3962.0,-1,-1
4059,4059.0,4059.0,3963.0,-1,-1
4060,4060.0,4060.0,3964.0,-1,-1
4061,4061.0,4061.0,3965.0,-1,-1
4062,4062.0,4062.0,3966.0,-1,-1
4063,4063.0,4063.0,3967.0,-1,-1
4064,4064.0,4064.0,3968.0,-1,-1
4065,4065.0,4065.0,3969.0,-1,-1
4066,4066.0,4066.0,3970.0,-1,-1
4067,4067.0,4067.0,3971.0,-1,-1
4068,4068.0,4068.0,3972.0,-1,-1
4069,4069.0,4069.0,3973.0,-1,-1
4070,4070.0,4070.0,3974.0,-1,-1
4071,4071.0,4071.0,3975.0,-1,-1
4072,4072.0,4072.0,3976.0,-1,-1
4073,4073.0,4073.0,3977.0,-1,-1
4074,4074.0,4074.0,3978.0,-1,-1
4075,4075.0,4075.0,3979.0,-1,-1
4076,4076.0,4076.0,3980.0,-1,-1
4077,4077.0,4077.0,3981.0,-1,-1
4078,4078.0,4078.0,3982.0,-1,-1
4079,4079.0,4079.0,3983.0,-1,-1
4080,4080.0,4080.0,3984.0,-1,-1
4081,4081.0,4081.0,3985.0,-1,-1
4082,4082.0,4082.0,3986.0,-1,-1
4083,4083.0,4083.0,3987.0,-1,-1
4084,4084.0,4084.0,3988.0,-1,-1
4085,4085.0,4085.0,3989.0,-1,-1
4086,4086.0,4086.0,3990.0,-1,-1
4087,4087.0,4087.0,3991.0,-1,-1
4088,4088.0,4088.0,3992.0,-1,-1
4089,4089.0,4089.0,3993.0,-1,-1
4090,4090.0,4090.0,3994.0,-1,-1
4091,4091.0,4091.0,3995.0,-1,-1
4092,4092.0,4092.0,3996.0,-1,-1
4093,4093.0,4093.0,3997.0,-1,-1
4094,4094.0,4094.0,3998.0,-1,-1
4095,4095.0,4095.0,3999.0,-1,-1
4096,4096.0,4096.0,4000.0,-1,-1
4097,4097.0,4097.0,4001.0,-1,-1
4098,4098.0,4098.0,4002.0,-1,-1
4099,4099.0,4099.0,4003.0,-1,-1
4100,4100.0,4100.0,4004.0,-1,-1
4101,4101.0,4101.0,4005.0,-1,-1
4102,4102.0,4102.0,4006.0,-1,-1
4103,4103.0,4103.0,4007.0,-1,-1
4104,4104.0,4104.0,4008.0,-1,-1
4105,4105.0,4105.0,4009.0,-1,-1
4106,4106.0,4106.0,4010.0,-1,-1
4107,4107.0,4107.0,4011.0,-1,-1
4108,4108.0,4108.0,4012.0,-1,-1
4109,4109.0,4109.0,4013.0,-1,-1
4110,4110.0,4110.0,4014.0,-1,-1
4111,4111.0,4111.0,4015.0,-1,-1
4112,4112.0,4112.0,4016.0,-1,-1
4113,4113.0,4113.0,4017.0,-1,-1
4114,4114.0,4114.0,4018.0,-1,-1
4115,4115.0,4115.0,4019.0,-1,-1
4116,4116.0,4116.0,4020.0,-1,-1
4117,4117.0,4117.0,4021.0,-1,-1
4118,4118.0,4118.0,4022.0,-1,-1
4119,4119.0,4119.0,4023.0,-1,-1
4120,4120.0,4120.0,4024.0,-1,-1
4121,4121.0,4121.0,4025.0,-1,-1
4122,4122.0,4122.0,4026.0,-1,-1
4123,4123.0,4123.0,4027.0,-1,-1
4124,4124.0,4124.0,4028.0,-1,-1
4125,4125.0,4125.0,4029.0,-1,-1
4126,4126.0,4126.0,4030.0,-1,-1
4127,4127.0,4127.0,4031.0,-1,-1
4128,4128.0,4128.0,4032.0,-1,-1
4129,4129.0,4129.0,4033.0,-1,-1
4130,4130.0,4130.0,4034.0,-1,-1
4131,4131.0,4131.0,4035.0,-1,-1
4132,4132.0,4132.0,4036.0,-1,-1
4133,4133.0,4133.0,4037.0,-1,-1
4134,4134.0,4134.0,4038.0,-1,-1
4135,4135.0,4135.0,4039.0,-1,-1
4136,4136.0,4136.0,4040.0,-1,-1
4137,4137.0,4137.0,4041.0,-1,-1
4138,4138.0,4138.0,4042.0,-1,-1
4139,4139.0,4139.0,4043.0,-1,-1
4140,4140.0,4140.0,4044.0,-1,-1
4141,4141.0,4141.0,4045.0,-1,-1
4142,4142.0,4142.0,4046.0,-1,-1
4143,4143.0,4143.0,4047.0,-1,-1
4144,4144.0,4144.0,4048.0,-1,-1
4145,4145.0,4145.0,4049.0,-1,-1
4146,4146.0,4146.0,4050.0,-1,-1
4147,4147.0,4147.0,4051.0,-1,-1
4148,4148.0,4148.0,4052.0,-1,-1
4149,4149.0,4149.0,4053.0,-1,-1
4150,4150.0,4150.0,4054.0,-1,-1
4151,4151.0,4151.0,4055.0,-1,-1
4152,4152.0,4152.0,4056.0,-1,-1
4153,4153.0,4153.0,4057.0,-1,-1
4154,4154.0,4154.0,4058.0,-1,-1
4155,4155.0,4155.0,4059.0,-1,-1
4156,4156.0,4156.0,4060.0,-1,-1
4157,4157.0,4157.0,4061.0,-1,-1
4158,4158.0,4158.0,4062.0,-1,-1
4159,4159.0,4159.0,4063.0,-1,-1
4160,4160.0,4160.0,4064.0,-1,-1
4161,4161.0,4161.0,4065.0,-1,-1
4162,4162.0,4162.0,4066.0,-1,-1
4163,4163.0,4163.0,4067.0,-1,-1
4164,4164.0,4164.0,4068.0,-1,-1
4165,4165.0,4165.0,4069.0,-1,-1
4166,4166.0,4166.0,4070.0,-1,-1
4167,4167.0,4167.0,4071.0,-1,-1
4168,4168.0,4168.0,4072.0,-1,-1
4169,4169.0,4169.0,4073.0,-1,-1
4170,4170.0,4170.0,4074.0,-1,-1
4171,4171.0,4171.0,4075.0,-1,-1
4172,4172.0,4172.0,4076.0,-1,-1
4173,4173.0,4173.0,4077.0,-1,-1
4174,4174.0,4174.0,4078.0,-1,-1
4175,4175.0,4175.0,4079.0,-1,-1
4176,4176.0,4176.0,4080.0,-1,-1
4177,4177.0,4177.0,4081.0,-1,-1
4178,4178.0,4178.0,4082.0,-1,-1
4179,4179.0,4179.0,4083.0,-1,-1
4180,4180.0,4180.0,4084.0,-1,-1
4181,4181.0,4181.0,4085.0,-1,-1
4182,4182.0,4182.0,4086.0,-1,-1
4183,4183.0,4183.0,4087.0,-1,-1
4184,4184.0,4184.0,4088.0,-1,-1
4185,4185.0,4185.0,4089.0,-1,-1
4186,4186.0,4186.0,4090.0,-1,-1
4187,4187.0,4187.0,4091.0,-1,-1
4188,4188.0,4188.0,4092.0,-1,-1
4189,4189.0,4189.0,4093.0,-1,-1
4190,4190.0,4190.0,4094.0,-1,-1
4191,4191.0,4191.0,4095.0,-1,-1
4192,4192.0,4192.0,-1.0,660,640
4193,4193.0,4193.0,-1.0,660,635
4194,4194.0,4194.0,-1.0,659,623
4195,4195.0,4195.0,-1.0,659,612
4196,4196.0,4196.0,-1.0,662,609
4197,4197.0,4197.0,-1.0,664,609
4198,4198.0,4198.0,-1.0,664,593
4199,4199.0,4199.0,-1.0,664,587
4200,4200.0,4200.0,-1.0,664,578
4201,4201.0,4201.0,-1.0,665,574
4202,4202.0,4202.0,-1.0,666,571
4203,4203.0,4203.0,-1.0,669,556
4204,4204.0,4204.0,-1.0,669,556
4205,4205.0,4205.0,-1.0,673,547
4206,4206.0,4206.0,4172.0,671,545
4207,4207.0,4207.0,4177.0,678,532
4208,4208.0,4208.0,4178.0,678,532
4209,4209.0,4209.0,4179.0,681,517
4210,4210.0,4210.0,4180.0,686,512
4211,4211.0,4211.0,4181.0,689,498
4212,4212.0,4212.0,4182.0,690,498
4213,4213.0,4213.0,4183.0,690,491
4214,4214.0,4214.0,4184.0,690,485
4215,4215.0,4215.0,4185.0,689,485
4216,4216.0,4216.0,4186.0,689,485
4217,4217.0,4217.0,4187.0,691,477
4218,4218.0,4218.0,4188.0,693,473
4219,4219.0,4219.0,4189.0,696,465
4220,4220.0,4220.0,4190.0,696,459
4221,4221.0,4221.0,4191.0,699,447
4222,4222.0,4222.0,4192.0,698,441
4223,4223.0,4223.0,4193.0,696,436
4224,4224.0,4224.0,4194.0,695,430
4225,4225.0,4225.0,4195.0,696,425
4226,4226.0,4226.0,4196.0,696,425
4227,4227.0,4227.0,4197.0,696,424
4228,4228.0,4228.0,4198.0,698,411
4229,4229.0,4229.0,4199.0,690,409
4230,4230.0,4230.0,4200.0,695,390
4231,4231.0,4231.0,4201.0,695,381
4232,4232.0,4232.0,4202.0,697,367
4233,4233.0,4233.0,4203.0,698,363
4234,4234.0,4234.0,4204.0,701,356
4235,4235.0,4235.0,4205.0,703,350
4236,4236.0,4236.0,4206.0,703,348
4237,4237.0,4237.0,4207.0,703,346
4238,4238.0,4238.0,4208.0,703,344
4239,4239.0,4239.0,4209.0,703,341
4240,4240.0,4240.0,4210.0,703,337
4241,4241.0,4241.0,4211.0,703,330
4242,4242.0,4242.0,4212.0,705,321
4243,4243.0,4243.0,4213.0,706,313
4244,4244.0,4244.0,4214.0,708,303
4245,4245.0,4245.0,4215.0,709,296
4246,4246.0,4246.0,4216.0,711,287
4247,4247.0,4247.0,4217.0,712,281
4248,4248.0,4248.0,4218.0,713,272
4249,4249.0,4249.0,4219.0,714,261
4250,4250.0,4250.0,4220.0,715,251
4251,4251.0,4251.0,4221.0,716,244
4252,4252.0,4252.0,4222.0,716,239
4253,4253.0,4253.0,4223.0,717,234
4254,4254.0,4254.0,4224.0,717,226
4255,4255.0,4255.0,4225.0,717,220
4256,4256.0,4256.0,4226.0,708,206
4257,4257.0,4257.0,4227.0,688,202
4258,4258.0,4258.0,4228.0,666,202
4259,4259.0,4259.0,4229.0,659,203
4260,4260.0,4260.0,4230.0,648,202
4261,4261.0,4261.0,4231.0,634,200
4262,4262.0,4262.0,4232.0,625,197
4263,4263.0,4263.0,4233.0,610,193
4264,4264.0,4264.0,4234.0,598,189
4265,4265.0,4265.0,4235.0,589,186
4266,4266.0,4266.0,4236.0,587,184
4267,4267.0,4267.0,4237.0,574,177
4268,4268.0,4268.0,4238.0,556,170
4269,4269.0,4269.0,4239.0,548,167
4270,4270.0,4270.0,4240.0,547,166
4271,4271.0,4271.0,4241.0,547,166
4272,4272.0,4272.0,4242.0,533,161
4273,4273.0,4273.0,4243.0,529,160
4274,4274.0,4274.0,4244.0,519,153
4275,4275.0,4275.0,4245.0,504,147
4276,4276.0,4276.0,4246.0,494,144
4277,4277.0,4277.0,4247.0,482,139
4278,4278.0,4278.0,4248.0,469,131
4279,4279.0,4279.0,4249.0,457,123
4280,4280.0,4280.0,4250.0,455,122
4281,4281.0,4281.0,4251.0,454,121
4282,4282.0,4282.0,4252.0,446,118
4283,4283.0,4283.0,4253.0,438,115
4284,4284.0,4284.0,4254.0,430,113
4285,4285.0,4285.0,4255.0,422,109
4286,4286.0,4286.0,4256.0,407,106
4287,4287.0,4287.0,4257.0,401,102
4288,4288.0,4288.0,4258.0,399,102
4289,4289.0,4289.0,4259.0,388,97
4290,4290.0,4290.0,4260.0,371,93
4291,4291.0,4291.0,4261.0,360,86
4292,4292.0,4292.0,4262.0,350,82
4293,4293.0,4293.0,4263.0,342,77
4294,4294.0,4294.0,4264.0,340,76
4295,4295.0,4295.0,4265.0,340,76
4296,4296.0,4296.0,4266.0,339,75
4297,4297.0,4297.0,4267.0,335,73
4298,4298.0,4298.0,4268.0,320,64
4299,4299.0,4299.0,4269.0,306,57
4300,4300.0,4300.0,4270.0,297,53
4301,4301.0,4301.0,4271.0,286,47
4302,4302.0,4302.0,4272.0,271,42
4303,4303.0,4303.0,4273.0,262,39
4304,4304.0,4304.0,4274.0,251,35
4305,4305.0,4305.0,4275.0,243,33
4306,4306.0,4306.0,4276.0,236,31
4307,4307.0,4307.0,4277.0,231,30
4308,4308.0,4308.0,4278.0,222,29
4309,4309.0,4309.0,4279.0,214,30
4310,4310.0,4310.0,4280.0,211,32
4311,4311.0,4311.0,4281.0,208,34
4312,4312.0,4312.0,4282.0,202,39
4313,4313.0,4313.0,4283.0,193,45
4314,4314.0,4314.0,4284.0,182,50
4315,4315.0,4315.0,4285.0,163,53
4316,4316.0,4316.0,4286.0,153,53
4317,4317.0,4317.0,4287.0,145,54
4318,4318.0,4318.0,4288.0,130,57
4319,4319.0,4319.0,4289.0,117,61
4320,4320.0,4320.0,4290.0,106,64
4321,4321.0,4321.0,4291.0,100,66
4322,4322.0,4322.0,4292.0,97,66
4323,4323.0,4323.0,4293.0,92,66
4324,4324.0,4324.0,4294.0,88,67
4325,4325.0,4325.0,4295.0,81,70
4326,4326.0,4326.0,4296.0,71,73
4327,4327.0,4327.0,4297.0,65,75
4328,4328.0,4328.0,4298.0,58,78
4329,4329.0,4329.0,4299.0,51,78
4330,4330.0,4330.0,4300.0,42,80
4331,4331.0,4331.0,4301.0,33,82
4332,4332.0,4332.0,4302.0,26,86
4333,4333.0,4333.0,4303.0,18,88
4334,4334.0,4334.0,4304.0,10,92
4335,4335.0,4335.0,4305.0,10,92
4336,4336.0,4336.0,4306.0,9,92
4337,4337.0,4337.0,4307.0,10,93
4338,4338.0,4338.0,4308.0,20,101
4339,4339.0,4339.0,4309.0,32,112
4340,4340.0,4340.0,4310.0,37,119
4341,4341.0,4341.0,4311.0,43,127
4342,4342.0,4342.0,4312.0,52,137
4343,4343.0,4343.0,4313.0,58,144
4344,4344.0,4344.0,4314.0,61,147
4345,4345.0,4345.0,4315.0,68,150
4346,4346.0,4346.0,4316.0,74,151
4347,4347.0,4347.0,4317.0,79,155
4348,4348.0,4348.0,4318.0,85,160
4349,4349.0,4349.0,4319.0,90,165
4350,4350.0,4350.0,4320.0,96,169
4351,4351.0,4351.0,4321.0,101,173
4352,4352.0,4352.0,4322.0,108,179
4353,4353.0,4353.0,4323.0,115,186
4354,4354.0,4354.0,4324.0,117,187
4355,4355.0,4355.0,4325.0,118,188
4356,4356.0,4356.0,4326.0,118,189
4357,4357.0,4357.0,4327.0,119,192
4358,4358.0,4358.0,4328.0,121,195
4359,4359.0,4359.0,4329.0,126,203
4360,4360.0,4360.0,4330.0,129,208
4361,4361.0,4361.0,4331.0,130,211
4362,4362.0,4362.0,4332.0,131,213
4363,4363.0,4363.0,4333.0,134,216
4364,4364.0,4364.0,4334.0,135,219
4365,4365.0,4365.0,4335.0,139,224
4366,4366.0,4366.0,4336.0,143,230
4367,4367.0,4367.0,4337.0,147,233
4368,4368.0,4368.0,4338.0,152,238
4369,4369.0,4369.0,4339.0,155,242
4370,4370.0,4370.0,4340.0,158,247
4371,4371.0,4371.0,4341.0,162,251
4372,4372.0,4372.0,4342.0,171,258
4373,4373.0,4373.0,4343.0,181,267
4374,4374.0,4374.0,4344.0,188,271
4375,4375.0,4375.0,4345.0,190,273
4376,4376.0,4376.0,4346.0,191,274
4377,4377.0,4377.0,4347.0,193,276
4378,4378.0,4378.0,4348.0,197,279
4379,4379.0,4379.0,4349.0,201,284
4380,4380.0,4380.0,4350.0,203,287
4381,4381.0,4381.0,4351.0,205,290
4382,4382.0,4382.0,4352.0,209,295
4383,4383.0,4383.0,4353.0,212,299
4384,4384.0,4384.0,4354.0,217,306
4385,4385.0,4385.0,4355.0,218,308
4386,4386.0,4386.0,4356.0,222,313
4387,4387.0,4387.0,4357.0,226,319
4388,4388.0,4388.0,4358.0,228,322
4389,4389.0,4389.0,4359.0,231,326
4390,4390.0,4390.0,4360.0,232,326
4391,4391.0,4391.0,4361.0,233,327
4392,4392.0,4392.0,4362.0,233,329
4393,4393.0,4393.0,4363.0,236,334
4394,4394.0,4394.0,4364.0,239,349
4395,4395.0,4395.0,4365.0,245,368
4396,4396.0,4396.0,4366.0,249,374
4397,4397.0,4397.0,4367.0,250,374
4398,4398.0,4398.0,4368.0,256,376
4399,4399.0,4399.0,4369.0,258,376
4400,4400.0,4400.0,4370.0,258,376
4401,4401.0,4401.0,4371.0,259,376
4402,4402.0,4402.0,4372.0,262,377
4403,4403.0,4403.0,4373.0,265,377
4404,4404.0,4404.0,4374.0,268,378
4405,4405.0,4405.0,4375.0,271,380
4406,4406.0,4406.0,4376.0,275,382
4407,4407.0,4407.0,4377.0,280,386
4408,4408.0,4408.0,4378.0,289,393
4409,4409.0,4409.0,4379.0,294,401
4410,4410.0,4410.0,4380.0,296,402
4411,4411.0,4411.0,4381.0,300,404
4412,4412.0,4412.0,4382.0,303,408
4413,4413.0,4413.0,4383.0,307,411
4414,4414.0,4414.0,4384.0,312,417
4415,4415.0,4415.0,4385.0,314,418
4416,4416.0,4416.0,4386.0,314,418
4417,4417.0,4417.0,4387.0,314,418
4418,4418.0,4418.0,4388.0,314,418
4419,4419.0,4419.0,4389.0,313,418
4420,4420.0,4420.0,4390.0,313,418
4421,4421.0,4421.0,4391.0,313,418
4422,4422.0,4422.0,4392.0,312,417
4423,4423.0,4423.0,4393.0,311,416
4424,4424.0,4424.0,4394.0,310,416
4425,4425.0,4425.0,4395.0,309,416
4426,4426.0,4426.0,4396.0,309,416
4427,4427.0,4427.0,4397.0,309,416
4428,4428.0,4428.0,4398.0,309,416
4429,4429.0,4429.0,4399.0,309,416
4430,4430.0,4430.0,4400.0,309,416
4431,4431.0,4431.0,4401.0,309,416
4432,4432.0,4432.0,4402.0,309,416
4433,4433.0,4433.0,4403.0,309,416
4434,4434.0,4434.0,4404.0,309,416
4435,4435.0,4435.0,4405.0,309,416
4436,4436.0,4436.0,4406.0,309,416
4437,4437.0,4437.0,4407.0,309,416
4438,4438.0,4438.0,4408.0,309,416
4439,4439.0,4439.0,4409.0,309,416
4440,4440.0,4440.0,4410.0,309,416
4441,4441.0,4441.0,4411.0,309,415
4442,4442.0,4442.0,4412.0,305,412
4443,4443.0,4443.0,4413.0,302,410
4444,4444.0,4444.0,4414.0,301,408
4445,4445.0,4445.0,4415.0,300,407
4446,4446.0,4446.0,4416.0,299,406
4447,4447.0,4447.0,4417.0,299,406
4448,4448.0,4448.0,4418.0,299,406
4449,4449.0,4449.0,4419.0,299,406
4450,4450.0,4450.0,4420.0,299,406
4451,4451.0,4451.0,4421.0,299,406
4452,4452.0,4452.0,4422.0,299,406
4453,4453.0,4453.0,4423.0,299,406
4454,4454.0,4454.0,4424.0,299,407
4455,4455.0,4455.0,4425.0,297,410
4456,4456.0,4456.0,4426.0,296,411
4457,4457.0,4457.0,4427.0,294,415
4458,4458.0,4458.0,4428.0,292,419
4459,4459.0,4459.0,4429.0,290,423
4460,4460.0,4460.0,4430.0,290,427
4461,4461.0,4461.0,4431.0,290,431
4462,4462.0,4462.0,4432.0,290,432
4463,4463.0,4463.0,4433.0,292,436
4464,4464.0,4464.0,4434.0,292,438
4465,4465.0,4465.0,4435.0,293,441
4466,4466.0,4466.0,4436.0,293,441
4467,4467.0,4467.0,4437.0,293,442
4468,4468.0,4468.0,4438.0,293,442
4469,4469.0,4469.0,4439.0,293,442
4470,4470.0,4470.0,4440.0,293,442
4471,4471.0,4471.0,4441.0,293,442
4472,4472.0,4472.0,4442.0,293,442
4473,4473.0,4473.0,4443.0,293,442
4474,4474.0,4474.0,4444.0,293,442
4475,4475.0,4475.0,4445.0,293,442
4476,4476.0,4476.0,4446.0,293,442
4477,4477.0,4477.0,4447.0,293,442
4478,4478.0,4478.0,4448.0,293,442
4479,4479.0,4479.0,4449.0,293,442
4480,4480.0,4480.0,4450.0,293,442
4481,4481.0,4481.0,4451.0,293,442
4482,4482.0,4482.0,4452.0,293,442
4483,4483.0,4483.0,4453.0,293,445
4484,4484.0,4484.0,4454.0,292,449
4485,4485.0,4485.0,4455.0,292,452
4486,4486.0,4486.0,4456.0,292,452
4487,4487.0,4487.0,4457.0,292,452
4488,4488.0,4488.0,4458.0,292,452
4489,4489.0,4489.0,4459.0,292,452
4490,4490.0,4490.0,4460.0,292,452
4491,4491.0,4491.0,4461.0,292,452
4492,4492.0,4492.0,4462.0,292,452
4493,4493.0,4493.0,4463.0,292,452
4494,4494.0,4494.0,4464.0,292,452
4495,4495.0,4495.0,4465.0,292,452
4496,4496.0,4496.0,4466.0,292,452
4497,4497.0,4497.0,-1.0,284,444
4498,4498.0,4498.0,-1.0,284,444
4499,4499.0,4499.0,-1.0,284,442
4500,4500.0,4500.0,-1.0,284,442
4501,4501.0,4501.0,-1.0,284,442
4502,4502.0,4502.0,-1.0,284,442
4503,4503.0,4503.0,-1.0,284,442
4504,4504.0,4504.0,-1.0,284,442
4505,4505.0,4505.0,-1.0,284,442
4506,4506.0,4506.0,-1.0,284,442
4507,4507.0,4507.0,-1.0,284,442
4508,4508.0,4508.0,-1.0,284,440
4509,4509.0,4509.0,-1.0,290,423
4510,4510.0,4510.0,-1.0,290,423
4511,4511.0,4511.0,-1.0,290,420
4512,4512.0,4512.0,-1.0,290,419
4513,4513.0,4513.0,-1.0,290,419
4514,4514.0,4514.0,-1.0,290,418
4515,4515.0,4515.0,-1.0,290,415
4516,4516.0,4516.0,-1.0,290,413
4517,4517.0,4517.0,-1.0,290,411
4518,4518.0,4518.0,-1.0,290,408
4519,4519.0,4519.0,-1.0,290,405
4520,4520.0,4520.0,-1.0,290,402
4521,4521.0,4521.0,-1.0,290,393
4522,4522.0,4522.0,-1.0,290,393
4523,4523.0,4523.0,4467.0,292,452
4524,4524.0,4524.0,4481.0,283,391
4525,4525.0,4525.0,4482.0,283,391
4526,4526.0,4526.0,4483.0,283,391
4527,4527.0,4527.0,4484.0,284,380
4528,4528.0,4528.0,4485.0,287,372
4529,4529.0,4529.0,4486.0,285,366
4530,4530.0,4530.0,4487.0,286,361
4531,4531.0,4531.0,4488.0,286,361
4532,4532.0,4532.0,4489.0,277,356
4533,4533.0,4533.0,4490.0,282,350
4534,4534.0,4534.0,4491.0,282,350
4535,4535.0,4535.0,4492.0,280,347
4536,4536.0,4536.0,4493.0,279,342
4537,4537.0,4537.0,4494.0,285,339
4538,4538.0,4538.0,4495.0,287,330
4539,4539.0,4539.0,4496.0,295,328
4540,4540.0,4540.0,4497.0,301,325
4541,4541.0,4541.0,4498.0,330,321
4542,4542.0,4542.0,4499.0,356,320
4543,4543.0,4543.0,4500.0,402,320
4544,4544.0,4544.0,4501.0,455,324
4545,4545.0,4545.0,4502.0,501,323
4546,4546.0,4546.0,4503.0,533,325
4547,4547.0,4547.0,4504.0,583,330
4548,4548.0,4548.0,4505.0,624,325
4549,4549.0,4549.0,4506.0,655,322
4550,4550.0,4550.0,4507.0,679,320
4551,4551.0,4551.0,4508.0,689,319
4552,4552.0,4552.0,4509.0,689,319
4553,4553.0,4553.0,4510.0,689,319
4554,4554.0,4554.0,4511.0,689,319
4555,4555.0,4555.0,4512.0,689,319
4556,4556.0,4556.0,4513.0,688,319
4557,4557.0,4557.0,4514.0,688,319
4558,4558.0,4558.0,4515.0,678,324
4559,4559.0,4559.0,4516.0,661,327
4560,4560.0,4560.0,4517.0,657,329
4561,4561.0,4561.0,4518.0,657,329
4562,4562.0,4562.0,4519.0,657,329
4563,4563.0,4563.0,4520.0,657,329
4564,4564.0,4564.0,4521.0,646,328
4565,4565.0,4565.0,4522.0,645,328
4566,4566.0,4566.0,4523.0,645,328
4567,4567.0,4567.0,4524.0,639,327
4568,4568.0,4568.0,4525.0,638,327
4569,4569.0,4569.0,4526.0,639,323
4570,4570.0,4570.0,4527.0,639,323
4571,4571.0,4571.0,4528.0,626,328
4572,4572.0,4572.0,4529.0,626,328
4573,4573.0,4573.0,4530.0,617,334
4574,4574.0,4574.0,4531.0,617,334
4575,4575.0,4575.0,4532.0,617,334
4576,4576.0,4576.0,4533.0,617,334
4577,4577.0,4577.0,4534.0,612,335
4578,4578.0,4578.0,4535.0,608,336
4579,4579.0,4579.0,4536.0,606,336
4580,4580.0,4580.0,4537.0,603,335
4581,4581.0,4581.0,4538.0,599,334
4582,4582.0,4582.0,4539.0,589,334
4583,4583.0,4583.0,4540.0,588,334
4584,4584.0,4584.0,4541.0,588,334
4585,4585.0,4585.0,4542.0,588,334
4586,4586.0,4586.0,4543.0,588,334
4587,4587.0,4587.0,4544.0,584,334
4588,4588.0,4588.0,4545.0,579,335
4589,4589.0,4589.0,4546.0,577,337
4590,4590.0,4590.0,4547.0,576,337
4591,4591.0,4591.0,4548.0,574,337
4592,4592.0,4592.0,4549.0,572,337
4593,4593.0,4593.0,4550.0,572,337
4594,4594.0,4594.0,4551.0,560,338
4595,4595.0,4595.0,4552.0,560,338
4596,4596.0,4596.0,4553.0,559,338
4597,4597.0,4597.0,4554.0,559,338
4598,4598.0,4598.0,4555.0,551,339
4599,4599.0,4599.0,4556.0,547,340
4600,4600.0,4600.0,4557.0,547,340
4601,4601.0,4601.0,4558.0,547,340
4602,4602.0,4602.0,4559.0,544,340
4603,4603.0,4603.0,4560.0,538,341
4604,4604.0,4604.0,4561.0,538,341
4605,4605.0,4605.0,4562.0,537,341
4606,4606.0,4606.0,4563.0,537,341
4607,4607.0,4607.0,4564.0,535,342
4608,4608.0,4608.0,4565.0,531,342
4609,4609.0,4609.0,4566.0,528,344
4610,4610.0,4610.0,4567.0,524,345
4611,4611.0,4611.0,4568.0,521,346
4612,4612.0,4612.0,4569.0,520,346
4613,4613.0,4613.0,4570.0,519,347
4614,4614.0,4614.0,4571.0,519,347
4615,4615.0,4615.0,4572.0,511,348
4616,4616.0,4616.0,4573.0,502,348
4617,4617.0,4617.0,4574.0,500,348
4618,4618.0,4618.0,4575.0,489,349
4619,4619.0,4619.0,4576.0,489,349
4620,4620.0,4620.0,4577.0,488,349
4621,4621.0,4621.0,4578.0,488,349
4622,4622.0,4622.0,4579.0,488,349
4623,4623.0,4623.0,4580.0,488,349
4624,4624.0,4624.0,4581.0,488,349
4625,4625.0,4625.0,4582.0,487,349
4626,4626.0,4626.0,4583.0,486,349
4627,4627.0,4627.0,4584.0,486,349
4628,4628.0,4628.0,4585.0,483,350
4629,4629.0,4629.0,4586.0,477,351
4630,4630.0,4630.0,4587.0,470,354
4631,4631.0,4631.0,4588.0,461,357
4632,4632.0,4632.0,4589.0,452,360
4633,4633.0,4633.0,4590.0,452,360
4634,4634.0,4634.0,4591.0,450,361
4635,4635.0,4635.0,4592.0,441,362
4636,4636.0,4636.0,4593.0,434,363
4637,4637.0,4637.0,4594.0,433,363
4638,4638.0,4638.0,4595.0,432,364
4639,4639.0,4639.0,4596.0,432,364
4640,4640.0,4640.0,4597.0,431,364
4641,4641.0,4641.0,4598.0,431,364
4642,4642.0,4642.0,4599.0,429,364
4643,4643.0,4643.0,4600.0,426,364
4644,4644.0,4644.0,4601.0,424,364
