,Unnamed: 0,x,y
2814,2706.0,287,446
2815,2707.0,287,447
2816,2708.0,285,453
2817,2709.0,284,455
2818,2710.0,283,460
2819,2711.0,282,462
2820,2712.0,281,467
2821,2713.0,281,468
2822,2714.0,281,468
2823,2715.0,280,468
2824,2716.0,280,468
2825,2717.0,280,468
2826,2718.0,280,468
2827,2719.0,281,467
2828,2720.0,281,467
2829,2721.0,281,465
2830,2722.0,281,465
2831,2723.0,281,465
2832,2733.0,286,488
2833,2734.0,286,494
2834,2735.0,286,494
2835,2736.0,286,494
2836,2737.0,286,494
2837,2738.0,285,494
2838,2739.0,285,494
2839,2740.0,284,491
2840,2741.0,284,488
2841,2744.0,284,474
2842,2745.0,285,468
2843,2746.0,285,462
2844,2747.0,284,455
2845,2748.0,284,454
2846,2749.0,284,453
2847,2750.0,284,449
2848,2751.0,284,439
2849,2752.0,284,435
2850,2753.0,284,431
2851,2754.0,284,428
2852,2755.0,284,426
2853,2756.0,283,421
2854,2757.0,281,416
2855,2758.0,277,407
2856,2759.0,275,405
2857,2760.0,272,401
2858,2761.0,270,396
2859,2762.0,269,392
2860,2763.0,265,388
2861,2764.0,265,388
2862,2765.0,262,382
2863,2766.0,259,376
2864,2767.0,256,367
2865,2768.0,257,366
2866,2769.0,266,365
2867,2770.0,268,365
2868,2771.0,278,358
2869,2772.0,307,357
2870,2773.0,362,349
2871,2774.0,404,345
2872,2775.0,463,351
2873,2776.0,514,343
2874,2777.0,556,334
2875,2778.0,593,333
2876,2779.0,642,329
2877,2780.0,695,322
2878,2781.0,737,313
2879,2782.0,794,313
2880,2783.0,830,315
2881,2784.0,879,311
2882,2785.0,937,295
2883,2786.0,974,291
2884,2787.0,1012,290
2885,2788.0,1022,287
2886,2789.0,1038,290
2887,2790.0,1048,289
2888,2791.0,1088,290
2889,2792.0,1103,291
2890,2793.0,1106,291
2891,2794.0,1131,288
2892,2795.0,1141,284
2893,2796.0,1159,278
2894,2797.0,1167,275
2895,2798.0,1184,278
2896,2799.0,1199,279
2897,2800.0,1214,279
2898,2801.0,1230,277
2899,2802.0,1227,277
2900,2803.0,1244,279
2901,2804.0,1257,277
2902,2805.0,1268,277
2903,2806.0,1276,275
2904,2807.0,1280,274
2905,2808.0,1280,274
2906,2809.0,1280,274
2907,2810.0,1280,274
2908,2811.0,-1,-1
2909,2812.0,-1,-1
2910,2813.0,-1,-1
2911,2814.0,-1,-1
2912,2815.0,-1,-1
2913,2816.0,-1,-1
2914,2817.0,-1,-1
2915,2818.0,-1,-1
2916,2819.0,-1,-1
2917,2820.0,-1,-1
2918,2821.0,-1,-1
2919,2822.0,-1,-1
2920,2823.0,-1,-1
2921,2824.0,-1,-1
2922,2825.0,-1,-1
2923,2826.0,-1,-1
2924,2827.0,-1,-1
2925,2828.0,-1,-1
2926,2829.0,-1,-1
2927,2830.0,-1,-1
2928,2831.0,-1,-1
2929,2832.0,-1,-1
2930,2833.0,-1,-1
2931,2834.0,-1,-1
2932,2835.0,-1,-1
2933,2836.0,-1,-1
2934,2837.0,-1,-1
2935,2838.0,-1,-1
2936,2839.0,-1,-1
2937,2840.0,-1,-1
2938,2841.0,-1,-1
2939,2842.0,-1,-1
2940,2843.0,-1,-1
2941,2844.0,-1,-1
2942,2845.0,-1,-1
2943,2846.0,-1,-1
2944,2847.0,-1,-1
2945,2848.0,-1,-1
2946,2849.0,-1,-1
2947,2850.0,-1,-1
2948,2851.0,-1,-1
2949,2852.0,-1,-1
2950,2853.0,-1,-1
2951,2854.0,-1,-1
2952,2855.0,-1,-1
2953,2856.0,-1,-1
2954,2857.0,-1,-1
2955,2858.0,-1,-1
2956,2859.0,-1,-1
2957,2860.0,-1,-1
2958,2861.0,-1,-1
2959,2862.0,-1,-1
2960,2863.0,-1,-1
2961,2864.0,-1,-1
2962,2865.0,-1,-1
2963,2866.0,-1,-1
2964,2867.0,-1,-1
2965,2868.0,-1,-1
2966,2869.0,-1,-1
2967,2870.0,-1,-1
2968,2871.0,-1,-1
2969,2872.0,-1,-1
2970,2873.0,-1,-1
2971,2874.0,-1,-1
2972,2875.0,-1,-1
2973,2876.0,-1,-1
2974,2877.0,-1,-1
2975,2878.0,-1,-1
2976,2879.0,-1,-1
2977,2880.0,-1,-1
2978,2881.0,-1,-1
2979,2882.0,-1,-1
2980,2883.0,-1,-1
2981,2884.0,-1,-1
2982,2885.0,-1,-1
2983,2886.0,-1,-1
2984,2887.0,-1,-1
2985,2888.0,-1,-1
2986,2889.0,-1,-1
2987,2890.0,-1,-1
2988,2891.0,-1,-1
2989,2892.0,-1,-1
2990,2893.0,-1,-1
2991,2894.0,-1,-1
2992,2895.0,-1,-1
2993,2896.0,-1,-1
2994,2897.0,-1,-1
2995,2898.0,-1,-1
2996,2899.0,-1,-1
2997,2900.0,-1,-1
2998,2901.0,-1,-1
2999,2902.0,-1,-1
3000,2903.0,-1,-1
3001,2904.0,-1,-1
3002,2905.0,-1,-1
3003,2906.0,-1,-1
3004,2907.0,-1,-1
3005,2908.0,-1,-1
3006,2909.0,-1,-1
3007,2910.0,-1,-1
3008,2911.0,-1,-1
3009,2912.0,-1,-1
3010,2913.0,-1,-1
3011,2914.0,-1,-1
3012,2915.0,-1,-1
3013,2916.0,-1,-1
3014,2917.0,-1,-1
3015,2918.0,-1,-1
3016,2919.0,-1,-1
3017,2920.0,-1,-1
3018,2921.0,-1,-1
3019,2922.0,-1,-1
3020,2923.0,-1,-1
3021,2924.0,-1,-1
3022,2925.0,-1,-1
3023,2926.0,-1,-1
3024,2927.0,-1,-1
3025,2928.0,-1,-1
3026,2929.0,-1,-1
3027,2930.0,-1,-1
3028,2931.0,-1,-1
3029,2932.0,-1,-1
3030,2933.0,-1,-1
3031,2934.0,-1,-1
3032,2935.0,-1,-1
3033,2936.0,-1,-1
3034,2937.0,-1,-1
3035,2938.0,-1,-1
3036,2939.0,-1,-1
3037,2940.0,-1,-1
3038,2941.0,-1,-1
3039,2942.0,-1,-1
3040,2943.0,-1,-1
3041,2944.0,-1,-1
3042,2945.0,-1,-1
3043,2946.0,-1,-1
3044,2947.0,-1,-1
3045,2948.0,-1,-1
3046,2949.0,-1,-1
3047,2950.0,-1,-1
3048,2951.0,-1,-1
3049,2952.0,-1,-1
3050,2953.0,-1,-1
3051,2954.0,-1,-1
3052,2955.0,-1,-1
3053,2956.0,-1,-1
3054,2957.0,-1,-1
3055,2958.0,-1,-1
3056,2959.0,-1,-1
3057,2960.0,-1,-1
3058,2961.0,-1,-1
3059,2962.0,-1,-1
3060,2963.0,-1,-1
3061,2964.0,-1,-1
3062,2965.0,-1,-1
3063,2966.0,-1,-1
3064,2967.0,-1,-1
3065,2968.0,-1,-1
3066,2969.0,-1,-1
3067,2970.0,-1,-1
3068,2971.0,-1,-1
3069,2972.0,-1,-1
3070,2973.0,-1,-1
3071,2974.0,-1,-1
3072,2975.0,-1,-1
3073,2976.0,-1,-1
3074,2977.0,-1,-1
3075,2978.0,-1,-1
3076,2979.0,-1,-1
3077,2980.0,-1,-1
3078,2981.0,-1,-1
3079,2982.0,-1,-1
3080,2983.0,-1,-1
3081,2984.0,-1,-1
3082,2985.0,-1,-1
3083,2986.0,-1,-1
3084,2987.0,-1,-1
3085,2988.0,-1,-1
3086,2989.0,-1,-1
3087,2990.0,-1,-1
3088,2991.0,-1,-1
3089,2992.0,-1,-1
3090,2993.0,-1,-1
3091,2994.0,-1,-1
3092,2995.0,-1,-1
3093,2996.0,-1,-1
3094,2997.0,-1,-1
3095,2998.0,-1,-1
3096,2999.0,-1,-1
3097,3000.0,-1,-1
3098,3001.0,-1,-1
3099,3002.0,-1,-1
3100,3003.0,-1,-1
3101,3004.0,-1,-1
3102,3005.0,-1,-1
3103,3006.0,-1,-1
3104,3007.0,-1,-1
3105,3008.0,-1,-1
3106,3009.0,-1,-1
3107,3010.0,-1,-1
3108,3011.0,-1,-1
3109,3012.0,-1,-1
3110,3013.0,-1,-1
3111,3014.0,-1,-1
3112,3015.0,-1,-1
3113,3016.0,-1,-1
3114,3017.0,-1,-1
3115,3018.0,-1,-1
3116,3019.0,-1,-1
3117,3020.0,-1,-1
3118,3021.0,-1,-1
3119,3022.0,-1,-1
3120,3023.0,-1,-1
3121,3024.0,-1,-1
3122,3025.0,-1,-1
3123,3026.0,-1,-1
3124,3027.0,-1,-1
3125,3028.0,-1,-1
3126,3029.0,-1,-1
3127,3030.0,-1,-1
3128,3031.0,-1,-1
3129,3032.0,-1,-1
3130,3033.0,-1,-1
3131,3034.0,-1,-1
3132,3035.0,-1,-1
3133,3036.0,-1,-1
3134,3037.0,-1,-1
3135,3038.0,-1,-1
3136,3039.0,-1,-1
3137,3040.0,-1,-1
3138,3041.0,-1,-1
3139,3042.0,-1,-1
3140,3043.0,-1,-1
3141,3044.0,-1,-1
3142,3045.0,-1,-1
3143,3046.0,-1,-1
3144,3047.0,-1,-1
3145,3048.0,-1,-1
3146,3049.0,-1,-1
3147,3050.0,-1,-1
3148,3051.0,-1,-1
3149,3052.0,-1,-1
3150,3053.0,-1,-1
3151,3054.0,-1,-1
3152,3055.0,-1,-1
3153,3056.0,-1,-1
3154,3057.0,-1,-1
3155,3058.0,-1,-1
3156,3059.0,-1,-1
3157,3060.0,-1,-1
3158,3061.0,-1,-1
3159,3062.0,-1,-1
3160,3063.0,-1,-1
3161,3064.0,-1,-1
3162,3065.0,-1,-1
3163,3066.0,-1,-1
3164,3067.0,-1,-1
3165,3068.0,-1,-1
3166,3069.0,-1,-1
3167,3070.0,-1,-1
3168,3071.0,-1,-1
3169,3072.0,-1,-1
3170,3073.0,-1,-1
3171,3074.0,-1,-1
3172,3075.0,-1,-1
3173,3076.0,-1,-1
3174,3077.0,-1,-1
3175,3078.0,-1,-1
3176,3079.0,-1,-1
3177,3080.0,-1,-1
3178,3081.0,-1,-1
3179,3082.0,-1,-1
3180,3083.0,-1,-1
3181,3084.0,-1,-1
3182,3085.0,-1,-1
3183,3086.0,-1,-1
3184,3087.0,-1,-1
3185,3088.0,-1,-1
3186,3089.0,-1,-1
3187,3090.0,-1,-1
3188,3091.0,-1,-1
3189,3092.0,-1,-1
3190,3093.0,-1,-1
3191,3094.0,-1,-1
3192,3095.0,-1,-1
3193,3096.0,-1,-1
3194,3097.0,-1,-1
3195,3098.0,-1,-1
3196,3099.0,-1,-1
3197,3100.0,-1,-1
3198,3101.0,-1,-1
3199,3102.0,-1,-1
3200,3103.0,-1,-1
3201,3104.0,-1,-1
3202,3105.0,-1,-1
3203,3106.0,-1,-1
3204,3107.0,-1,-1
3205,3108.0,-1,-1
3206,3109.0,-1,-1
3207,3110.0,-1,-1
3208,3111.0,-1,-1
3209,3112.0,-1,-1
3210,3113.0,-1,-1
3211,3114.0,-1,-1
3212,3115.0,-1,-1
3213,3116.0,-1,-1
3214,3117.0,-1,-1
3215,3118.0,-1,-1
3216,3119.0,-1,-1
3217,3120.0,-1,-1
3218,3121.0,-1,-1
3219,3122.0,-1,-1
3220,3123.0,-1,-1
3221,3124.0,-1,-1
3222,3125.0,-1,-1
3223,3126.0,-1,-1
3224,3127.0,-1,-1
3225,3128.0,-1,-1
3226,3129.0,-1,-1
3227,3130.0,-1,-1
3228,3131.0,-1,-1
3229,3132.0,-1,-1
3230,3133.0,-1,-1
3231,3134.0,-1,-1
3232,3135.0,-1,-1
3233,3136.0,-1,-1
3234,3137.0,-1,-1
3235,3138.0,-1,-1
3236,3139.0,-1,-1
3237,3140.0,-1,-1
3238,3141.0,-1,-1
3239,3142.0,-1,-1
3240,3143.0,-1,-1
3241,3144.0,-1,-1
3242,3145.0,-1,-1
3243,3146.0,-1,-1
3244,3147.0,881,551
3245,3148.0,881,553
3246,3149.0,-1,-1
3247,3150.0,-1,-1
3248,3151.0,-1,-1
3249,3152.0,-1,-1
3250,3153.0,-1,-1
3251,3154.0,-1,-1
3252,3155.0,-1,-1
3253,3156.0,-1,-1
3254,3157.0,-1,-1
3255,3158.0,-1,-1
3256,3159.0,-1,-1
3257,3160.0,-1,-1
3258,3161.0,-1,-1
3259,3162.0,-1,-1
3260,3163.0,-1,-1
3261,3164.0,-1,-1
3262,3165.0,-1,-1
3263,3166.0,-1,-1
3264,3167.0,-1,-1
3265,3168.0,-1,-1
3266,3169.0,-1,-1
3267,3170.0,-1,-1
3268,3171.0,-1,-1
3269,3172.0,-1,-1
3270,3173.0,-1,-1
3271,3174.0,-1,-1
3272,3175.0,-1,-1
3273,3176.0,-1,-1
3274,3177.0,-1,-1
3275,3178.0,-1,-1
3276,3179.0,-1,-1
3277,3180.0,-1,-1
3278,3181.0,-1,-1
3279,3182.0,-1,-1
3280,3183.0,-1,-1
3281,3184.0,-1,-1
3282,3185.0,-1,-1
3283,3186.0,-1,-1
3284,3187.0,-1,-1
3285,3188.0,-1,-1
3286,3189.0,-1,-1
3287,3190.0,-1,-1
3288,3191.0,-1,-1
3289,3192.0,-1,-1
3290,3193.0,-1,-1
3291,3194.0,-1,-1
3292,3195.0,-1,-1
3293,3196.0,-1,-1
3294,3197.0,-1,-1
3295,3198.0,-1,-1
3296,3199.0,-1,-1
3297,3200.0,-1,-1
3298,3201.0,-1,-1
3299,3202.0,-1,-1
3300,3203.0,-1,-1
3301,3204.0,-1,-1
3302,3205.0,-1,-1
3303,3206.0,-1,-1
3304,3207.0,-1,-1
3305,3208.0,-1,-1
3306,3209.0,-1,-1
3307,3210.0,-1,-1
3308,3211.0,-1,-1
3309,3212.0,-1,-1
3310,3213.0,-1,-1
3311,3214.0,-1,-1
3312,3215.0,-1,-1
3313,3216.0,-1,-1
3314,3217.0,-1,-1
3315,3218.0,-1,-1
3316,3219.0,-1,-1
3317,3220.0,-1,-1
3318,3221.0,-1,-1
3319,3222.0,-1,-1
3320,3223.0,-1,-1
3321,3224.0,-1,-1
3322,3225.0,-1,-1
3323,3226.0,-1,-1
3324,3227.0,-1,-1
3325,3228.0,-1,-1
3326,3229.0,-1,-1
3327,3230.0,-1,-1
3328,3231.0,-1,-1
3329,3232.0,-1,-1
3330,3233.0,-1,-1
3331,3234.0,-1,-1
3332,3235.0,-1,-1
3333,3236.0,-1,-1
3334,3237.0,-1,-1
3335,3238.0,-1,-1
3336,3239.0,-1,-1
3337,3240.0,-1,-1
3338,3241.0,-1,-1
3339,3242.0,-1,-1
3340,3243.0,-1,-1
3341,3244.0,-1,-1
3342,3245.0,-1,-1
3343,3246.0,-1,-1
3344,3247.0,-1,-1
3345,3248.0,-1,-1
3346,3249.0,-1,-1
3347,3250.0,-1,-1
3348,3251.0,-1,-1
3349,3252.0,-1,-1
3350,3253.0,-1,-1
3351,3254.0,-1,-1
3352,3255.0,-1,-1
3353,3256.0,-1,-1
3354,3257.0,-1,-1
3355,3258.0,-1,-1
3356,3259.0,-1,-1
3357,3260.0,-1,-1
3358,3261.0,-1,-1
3359,3262.0,-1,-1
3360,3263.0,-1,-1
3361,3264.0,-1,-1
3362,3265.0,-1,-1
3363,3266.0,-1,-1
3364,3267.0,-1,-1
3365,3268.0,-1,-1
3366,3269.0,-1,-1
3367,3270.0,-1,-1
3368,3271.0,-1,-1
3369,3272.0,-1,-1
3370,3273.0,-1,-1
3371,3274.0,-1,-1
3372,3275.0,-1,-1
3373,3276.0,-1,-1
3374,3277.0,-1,-1
3375,3278.0,-1,-1
3376,3279.0,-1,-1
3377,3280.0,-1,-1
3378,3281.0,-1,-1
3379,3282.0,-1,-1
3380,3283.0,-1,-1
3381,3284.0,-1,-1
3382,3285.0,-1,-1
3383,3286.0,-1,-1
3384,,1029,702
3385,,1019,695
3386,,1015,685
3387,,1012,683
3388,,1005,679
3389,,1003,678
3390,,998,674
3391,,998,673
3392,,993,669
3393,,992,666
3394,,990,666
3395,,990,665
3396,,988,663
3397,,984,658
3398,,983,657
3399,,981,653
3400,,979,652
3401,,973,650
3402,,970,650
3403,3288.0,957,643
3404,3289.0,939,630
3405,3290.0,939,627
3406,3291.0,937,618
3407,3292.0,933,612
3408,3293.0,921,607
3409,3294.0,920,606
3410,3295.0,918,604
3411,3296.0,918,604
3412,3297.0,918,604
3413,3298.0,918,604
3414,3299.0,918,604
3415,3300.0,917,603
3416,3301.0,912,602
3417,3302.0,912,602
3418,3303.0,911,600
3419,3304.0,910,599
3420,3305.0,909,598
3421,3306.0,909,598
3422,3307.0,907,597
3423,3308.0,907,595
3424,3309.0,905,593
3425,3310.0,901,590
3426,3311.0,899,587
3427,3312.0,897,582
3428,3313.0,896,579
3429,3314.0,890,577
3430,3315.0,886,574
3431,3316.0,881,571
3432,3317.0,877,569
3433,3318.0,876,565
3434,3319.0,872,563
3435,3320.0,870,562
3436,3321.0,868,561
3437,3322.0,866,560
3438,3323.0,865,560
3439,3324.0,859,558
3440,3325.0,857,557
3441,3326.0,854,554
3442,3327.0,849,552
3443,3328.0,845,550
3444,3329.0,844,549
3445,3330.0,842,546
3446,3331.0,840,544
3447,3332.0,838,542
3448,3333.0,835,540
3449,3334.0,834,540
3450,3335.0,829,537
3451,3336.0,826,533
3452,3337.0,826,533
3453,3338.0,826,532
3454,3339.0,823,529
3455,3340.0,820,525
3456,3341.0,814,521
3457,3342.0,809,519
3458,3343.0,807,517
3459,3344.0,806,517
3460,3345.0,805,516
3461,3346.0,802,514
3462,3347.0,795,508
3463,3348.0,794,507
3464,3349.0,789,503
3465,3350.0,788,503
3466,3351.0,785,501
3467,3352.0,781,499
3468,3353.0,771,494
3469,3354.0,767,492
3470,3355.0,763,489
3471,3356.0,763,489
3472,3357.0,763,489
3473,3358.0,763,488
3474,3359.0,763,487
3475,3360.0,762,485
3476,3361.0,760,482
3477,3362.0,757,477
3478,3363.0,754,475
3479,3364.0,751,473
3480,3365.0,742,471
3481,3366.0,742,471
3482,3367.0,742,471
3483,3368.0,742,471
3484,3369.0,737,469
3485,3370.0,736,469
3486,3371.0,732,466
3487,3372.0,732,466
3488,3373.0,730,465
3489,3374.0,730,464
3490,3375.0,724,460
3491,3376.0,723,456
3492,3377.0,720,452
3493,3378.0,698,444
3494,3379.0,695,443
3495,3380.0,627,423
3496,3381.0,615,419
3497,3382.0,588,411
3498,3383.0,565,404
3499,3384.0,571,402
3500,3385.0,571,396
3501,3386.0,569,393
3502,3387.0,568,386
3503,3388.0,568,384
3504,3389.0,568,382
3505,3390.0,565,377
3506,3391.0,564,374
3507,3392.0,562,369
3508,3393.0,562,367
3509,3394.0,558,364
3510,3395.0,556,361
3511,3396.0,555,361
3512,3397.0,554,359
3513,3398.0,554,359
3514,3399.0,553,356
3515,3400.0,549,354
3516,3401.0,544,352
3517,3402.0,545,351
3518,3403.0,545,349
3519,3404.0,544,347
3520,3405.0,542,343
3521,3406.0,540,340
3522,3407.0,540,340
3523,3408.0,539,339
3524,3409.0,539,339
3525,3410.0,539,338
3526,3411.0,537,331
3527,3412.0,535,324
3528,3413.0,535,324
3529,3414.0,532,322
3530,3415.0,529,319
3531,3416.0,528,319
3532,3417.0,524,318
3533,3418.0,522,317
3534,3419.0,518,314
3535,3420.0,517,313
3536,3421.0,517,313
3537,3422.0,517,313
3538,3423.0,522,313
3539,3424.0,523,313
3540,3425.0,524,314
3541,3426.0,525,314
3542,3427.0,525,314
3543,3428.0,525,313
3544,3429.0,524,311
3545,3430.0,523,309
3546,3431.0,522,306
3547,3432.0,521,306
3548,3433.0,521,305
3549,3434.0,519,302
3550,3435.0,518,300
3551,3436.0,518,298
3552,3437.0,517,292
3553,3438.0,516,287
3554,3439.0,516,286
3555,3440.0,516,286
3556,3441.0,516,285
3557,3442.0,516,284
3558,3443.0,515,281
3559,3444.0,515,280
3560,3445.0,516,280
3561,3446.0,517,281
3562,3447.0,518,281
3563,3448.0,518,281
3564,3449.0,518,281
3565,3450.0,517,278
3566,3451.0,517,276
3567,3452.0,517,276
3568,3453.0,517,276
3569,3454.0,517,276
3570,3455.0,517,276
3571,3456.0,517,276
3572,3457.0,517,274
3573,3458.0,517,274
3574,3459.0,517,274
3575,3460.0,517,274
3576,3461.0,516,272
3577,3462.0,515,270
3578,3463.0,514,270
3579,3464.0,514,270
3580,3465.0,514,269
3581,3466.0,514,269
3582,3467.0,514,267
3583,3468.0,513,264
3584,3469.0,513,263
3585,3470.0,513,262
3586,3471.0,513,262
3587,3472.0,514,261
3588,3473.0,514,259
3589,3474.0,515,258
3590,3475.0,515,255
3591,3476.0,515,255
3592,3477.0,516,255
3593,3478.0,515,254
3594,3479.0,515,251
3595,3480.0,513,250
3596,3481.0,512,249
3597,3482.0,512,249
3598,3483.0,512,249
3599,3484.0,512,248
3600,3485.0,513,246
3601,3486.0,513,246
3602,3487.0,513,246
3603,3488.0,513,246
3604,3489.0,513,246
3605,3490.0,513,244
3606,3491.0,513,243
3607,3492.0,513,242
3608,3493.0,513,242
3609,3494.0,513,242
3610,3495.0,512,241
3611,3496.0,512,240
3612,3497.0,512,239
3613,3498.0,512,239
3614,3499.0,512,239
3615,3500.0,512,240
3616,3501.0,514,241
3617,3502.0,515,244
3618,3503.0,515,246
3619,3504.0,516,250
3620,3505.0,516,251
3621,3506.0,516,253
3622,3507.0,517,254
3623,3508.0,517,257
3624,3509.0,517,259
3625,3510.0,518,262
3626,3511.0,519,263
3627,3512.0,520,266
3628,3513.0,521,268
3629,3514.0,522,269
3630,3515.0,523,271
3631,3516.0,524,273
3632,3517.0,525,276
3633,3518.0,526,279
3634,3519.0,527,279
3635,3520.0,528,281
3636,3521.0,529,283
3637,3522.0,530,284
3638,3523.0,530,286
3639,3524.0,531,287
3640,3525.0,531,287
3641,3526.0,531,287
3642,3527.0,531,287
3643,3528.0,531,287
3644,3529.0,532,290
3645,3530.0,533,294
3646,3531.0,534,295
3647,3532.0,535,297
3648,3533.0,535,298
3649,3534.0,535,298
3650,3535.0,535,299
3651,3536.0,535,299
3652,3537.0,535,300
3653,3538.0,535,301
3654,3539.0,535,302
3655,3540.0,536,304
3656,3541.0,536,306
3657,3542.0,537,310
3658,3543.0,538,314
3659,3544.0,538,315
3660,3545.0,539,318
3661,3546.0,539,322
3662,3547.0,540,324
3663,3548.0,541,327
3664,3549.0,542,329
3665,3550.0,542,331
3666,3551.0,543,331
3667,3552.0,543,332
3668,3553.0,543,332
3669,3554.0,543,332
3670,3555.0,543,332
3671,3556.0,544,334
3672,3557.0,548,337
3673,3558.0,551,339
3674,3559.0,552,340
3675,3560.0,553,341
3676,3561.0,553,341
3677,3562.0,553,341
3678,3563.0,553,341
3679,3564.0,553,341
3680,3565.0,554,342
3681,3566.0,555,343
3682,3567.0,558,346
3683,3568.0,560,347
3684,3569.0,560,347
3685,3570.0,560,347
3686,3571.0,555,347
3687,3572.0,551,345
3688,3573.0,546,343
3689,3574.0,543,340
3690,3575.0,543,340
3691,3576.0,542,338
3692,3577.0,540,336
3693,3578.0,539,335
3694,3579.0,538,333
3695,3580.0,536,330
3696,3581.0,533,327
3697,3582.0,531,323
3698,3583.0,530,322
3699,3584.0,530,321
3700,3585.0,529,320
3701,3586.0,529,320
3702,3587.0,529,320
3703,3588.0,528,319
3704,3589.0,526,317
3705,3590.0,522,315
3706,3591.0,520,313
3707,3592.0,516,311
3708,3593.0,515,310
3709,3594.0,513,309
3710,3595.0,512,308
3711,3596.0,512,307
3712,3597.0,508,304
3713,3598.0,507,303
3714,3599.0,507,303
3715,3600.0,507,303
3716,3601.0,507,303
3717,3602.0,507,303
3718,3603.0,507,301
3719,3604.0,506,297
3720,3605.0,503,294
3721,3606.0,503,293
3722,3607.0,502,292
3723,3608.0,502,290
3724,3609.0,502,290
3725,3610.0,501,289
3726,3611.0,501,288
3727,3612.0,500,287
3728,3613.0,500,286
3729,3614.0,499,285
3730,3615.0,498,285
3731,3616.0,498,284
3732,3617.0,497,283
3733,3618.0,495,282
3734,3619.0,494,281
3735,3620.0,493,281
3736,3621.0,491,279
3737,3622.0,491,279
3738,3623.0,490,279
3739,3624.0,488,278
3740,3625.0,487,277
3741,3626.0,486,277
3742,3627.0,485,276
3743,3628.0,485,276
3744,3629.0,485,276
3745,3630.0,482,274
3746,3631.0,480,273
3747,3632.0,480,272
3748,3633.0,479,272
3749,3634.0,479,271
3750,3635.0,479,271
3751,3636.0,478,271
3752,3637.0,478,270
3753,3638.0,477,269
3754,3639.0,476,268
3755,3640.0,475,267
3756,3641.0,475,266
3757,3642.0,474,265
3758,3643.0,474,264
3759,3644.0,473,264
3760,3645.0,473,263
3761,3646.0,473,263
3762,3647.0,473,263
3763,3648.0,473,263
3764,3649.0,473,262
3765,3650.0,472,260
3766,3651.0,471,260
3767,3652.0,471,259
3768,3653.0,471,258
3769,3654.0,470,257
3770,3655.0,469,255
3771,3656.0,468,254
3772,3657.0,468,253
3773,3658.0,467,251
3774,3659.0,466,250
3775,3660.0,466,249
3776,3661.0,466,249
3777,3662.0,466,248
3778,3663.0,464,246
3779,3664.0,463,245
3780,3665.0,462,244
3781,3666.0,461,242
3782,3667.0,460,241
3783,3668.0,459,240
3784,3669.0,458,239
3785,3670.0,457,238
3786,3671.0,456,237
3787,3672.0,455,236
3788,3673.0,455,236
3789,3674.0,455,235
3790,3675.0,454,235
3791,3676.0,454,234
3792,3677.0,454,234
3793,3678.0,454,234
3794,3679.0,453,234
3795,3680.0,452,233
3796,3681.0,452,233
3797,3682.0,452,233
3798,3683.0,451,232
3799,3684.0,451,232
3800,3685.0,450,231
3801,3686.0,449,231
3802,3687.0,448,230
3803,3688.0,447,229
3804,3689.0,446,229
3805,3690.0,444,227
3806,3691.0,442,226
3807,3692.0,442,225
3808,3693.0,441,225
3809,3694.0,441,224
3810,3695.0,440,224
3811,3696.0,439,224
3812,3697.0,439,223
3813,3698.0,439,223
3814,3699.0,439,223
3815,3700.0,439,223
3816,3701.0,439,223
3817,3702.0,439,223
3818,3703.0,439,223
3819,3704.0,439,223
3820,3705.0,439,223
3821,3706.0,439,223
3822,3707.0,439,223
3823,3708.0,439,223
3824,3709.0,438,225
3825,3710.0,438,226
3826,3711.0,439,226
3827,3712.0,439,226
3828,3713.0,439,226
3829,3714.0,439,226
3830,3715.0,439,226
3831,3716.0,439,226
3832,3717.0,439,226
3833,3718.0,439,226
3834,3719.0,439,226
3835,3720.0,439,226
3836,3721.0,439,226
3837,3722.0,439,226
3838,3723.0,439,226
3839,3724.0,439,226
3840,3725.0,439,226
3841,3726.0,439,226
3842,3727.0,439,226
3843,3728.0,439,226
3844,3729.0,439,226
3845,3730.0,439,226
3846,3731.0,439,226
3847,3732.0,439,226
3848,3733.0,439,226
3849,3734.0,439,226
3850,3735.0,439,226
3851,3736.0,439,226
3852,3737.0,439,226
3853,3738.0,439,226
3854,3739.0,439,226
3855,3740.0,439,226
3856,3741.0,439,226
3857,3742.0,439,226
3858,3743.0,439,226
3859,3744.0,439,226
3860,3745.0,439,226
3861,3746.0,439,227
3862,3747.0,439,227
3863,3748.0,439,227
3864,3749.0,439,227
3865,3750.0,440,228
3866,3751.0,441,229
3867,3752.0,441,229
3868,3753.0,441,229
3869,3754.0,441,229
3870,3755.0,441,229
3871,3756.0,441,230
3872,3757.0,441,230
3873,3758.0,441,230
3874,3759.0,441,230
3875,3760.0,441,230
3876,3761.0,441,230
3877,3762.0,441,230
3878,3763.0,441,230
3879,3764.0,441,230
3880,3765.0,441,230
3881,3766.0,441,230
3882,3767.0,441,230
3883,3768.0,441,230
3884,3769.0,441,230
3885,3770.0,441,230
3886,3771.0,441,230
3887,3772.0,441,230
3888,3773.0,441,230
3889,3774.0,441,230
3890,3775.0,441,230
3891,3776.0,441,230
3892,3777.0,441,230
3893,3778.0,431,232
3894,3779.0,431,232
3895,3780.0,431,232
3896,3781.0,431,231
3897,3782.0,431,231
3898,3783.0,431,231
3899,3784.0,431,231
3900,3785.0,431,231
3901,3786.0,431,231
3902,3787.0,431,231
3903,3788.0,431,231
